exp,wks,type,bluecol,south,smsa,married,sex,union,education,black,lwage,industry,occupation,residence
15,52,Full Time,yes,yes,yes,yes,male,no,10,no,6.62007,Manufacturing,Clerical_and_kindred,nothern_central
16,47,Full Time,no,yes,yes,yes,male,no,10,no,6.77422,Public_Administration,Clerical_and_kindred,nothern_central
17,50,Full Time,no,yes,no,yes,male,no,10,no,7.1309,Public_Administration,Clerical_and_kindred,nothern_central
18,50,Full Time,no,yes,no,yes,male,no,10,no,7.08841,Manufacturing,Clerical_and_kindred,nothern_central
19,48,Full Time,no,yes,yes,yes,male,no,10,no,7.1309,Manufacturing,Clerical_and_kindred,nothern_central
20,50,Full Time,no,yes,yes,yes,male,no,10,no,6.90776,Manufacturing,Operatives_and_kindred,nothern_central
21,41,Full Time,no,yes,yes,yes,male,no,10,no,7.18007,Manufacturing,Clerical_and_kindred,nothern_central
12,52,Full Time,no,no,yes,yes,male,no,14,no,6.90575,Manufacturing,Clerical_and_kindred,nothern_central
13,47,Full Time,no,no,yes,yes,male,no,14,no,6.7417,Manufacturing,Operatives_and_kindred,nothern_central
14,50,Full Time,no,no,yes,yes,male,no,14,no,7.00307,Manufacturing,Clerical_and_kindred,nothern_central
15,49,Full Time,no,no,yes,yes,male,no,14,no,7.1309,Trade,Clerical_and_kindred,nothern_central
16,50,Full Time,no,no,yes,yes,male,no,14,no,7.14283,Manufacturing,Operatives_and_kindred,nothern_central
17,48,Full Time,no,no,yes,yes,male,no,14,no,7.28276,Manufacturing,Operatives_and_kindred,nothern_central
18,49,Full Time,no,no,yes,no,male,no,14,no,7.40914,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10,48,Full Time,yes,no,no,yes,male,yes,12,no,6.05209,Manufacturing,Operatives_and_kindred,nothern_central
11,49,Full Time,yes,no,no,yes,male,yes,12,no,6.05209,Manufacturing,Operatives_and_kindred,nothern_central
12,48,Full Time,yes,no,no,yes,male,yes,12,no,6.05209,Manufacturing,Laborers_and_farmers,nothern_central
13,48,Full Time,yes,no,no,yes,male,yes,12,no,6.36819,Manufacturing,Laborers_and_farmers,nothern_central
14,49,Full Time,yes,no,no,yes,male,yes,12,no,6.43615,Trade,"Professional, Technical_and_kindred",nothern_central
15,48,Full Time,no,no,no,yes,male,yes,12,no,6.54965,Trade,Laborers_and_farmers,nothern_central
16,49,Full Time,yes,no,no,yes,male,yes,12,no,6.52209,Trade,Laborers_and_farmers,nothern_central
6,47,Full Time,no,no,yes,yes,male,no,13,no,6.47697,Trade,"Managers, Officials_and_Proprietors",nothern_central
7,51,Full Time,no,no,yes,no,male,no,13,no,6.58617,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
8,48,Full Time,no,no,yes,no,male,no,13,no,6.47697,Trade,Laborers_and_farmers,nothern_central
9,50,Full Time,no,no,yes,no,male,no,13,no,6.52942,Trade,Sales_Workers,nothern_central
10,50,Full Time,no,no,yes,no,male,no,13,no,6.80239,Trade,Sales_Workers,nothern_central
11,52,Full Time,no,no,yes,no,male,no,13,no,6.77992,Trade,Sales_Workers,nothern_central
12,51,Full Time,no,no,yes,yes,male,no,13,no,6.80793,Construction,Laborers_and_farmers,nothern_central
30,47,Full Time,no,yes,no,yes,male,yes,8,no,6.35784,Construction,Laborers_and_farmers,south
31,39,Full Time,no,yes,no,yes,male,yes,8,no,6.49979,Construction,"Managers, Officials_and_Proprietors",south
32,32,Full Time,no,yes,no,yes,male,yes,8,no,6.58203,Construction,Laborers_and_farmers,south
33,35,Full Time,no,yes,no,yes,male,yes,8,no,6.69456,Manufacturing,Sales_Workers,NA
34,47,Full Time,no,yes,no,yes,male,yes,8,no,6.78784,Manufacturing,Sales_Workers,NA
35,45,Full Time,no,yes,no,yes,male,yes,8,no,6.90776,Trade,"Managers, Officials_and_Proprietors",NA
36,47,Full Time,no,yes,no,yes,male,yes,8,no,7.35819,Manufacturing,Sales_Workers,NA
20,50,Part Time,no,yes,yes,yes,male,no,16,no,6.90575,Trade,"Managers, Officials_and_Proprietors",south
21,50,Part Time,no,yes,yes,yes,male,no,16,no,6.90575,Agricultural,Farm_Laborers_and_Foreman,south
22,50,Part Time,no,yes,yes,yes,male,no,16,no,7.37776,Agricultural,Farm_Laborers_and_Foreman,south
23,50,Part Time,no,yes,yes,yes,male,no,16,no,7.49109,Agricultural,Service_Workers,south
24,50,Part Time,no,yes,yes,yes,male,no,16,no,7.57558,Manufacturing,"Craftsmen, Foremen_and_kindred",south
25,48,Part Time,no,yes,yes,yes,male,no,16,no,7.52833,Agricultural,Laborers_and_farmers,south
26,47,Part Time,no,yes,yes,yes,male,no,16,no,7.745,Personal_Service,Service_Workers,south
30,38,Part Time,yes,no,yes,no,female,yes,12,yes,6.2186,Manufacturing,Operatives_and_kindred,south
31,41,Part Time,yes,no,yes,no,female,yes,12,yes,6.49375,Manufacturing,Operatives_and_kindred,south
32,51,Part Time,yes,no,yes,no,female,yes,12,yes,6.58064,Manufacturing,Operatives_and_kindred,south
33,50,Part Time,yes,no,yes,no,female,yes,12,yes,6.6896,Manufacturing,Operatives_and_kindred,south
34,42,Part Time,yes,no,yes,no,female,yes,12,yes,6.79347,Manufacturing,Operatives_and_kindred,south
35,50,Part Time,yes,no,yes,no,female,yes,12,yes,6.92461,Manufacturing,Operatives_and_kindred,south
36,49,Part Time,yes,no,yes,no,female,yes,12,yes,7.02554,Manufacturing,Operatives_and_kindred,south
5,49,Part Time,no,no,yes,yes,male,no,16,no,6.68461,Manufacturing,Operatives_and_kindred,south
6,47,Part Time,no,no,yes,yes,male,no,16,no,6.84375,Manufacturing,Operatives_and_kindred,south
7,48,Part Time,no,no,yes,yes,male,no,16,no,6.90776,Personal_Service,Clerical_and_kindred,nothern_central
8,49,Part Time,no,no,yes,yes,male,no,16,no,7.00307,Personal_Service,Service_Workers,nothern_central
9,46,Part Time,no,no,yes,yes,male,no,16,no,7.1309,Trade,Service_Workers,nothern_central
10,45,Part Time,no,no,yes,yes,male,no,16,no,7.40853,Personal_Service,Service_Workers,nothern_central
11,49,Part Time,no,no,yes,yes,male,no,16,no,7.43838,Business_and_Repair_Service,"Professional, Technical_and_kindred",nothern_central
7,48,Part Time,no,no,yes,yes,male,no,17,no,6.90575,Trade,"Managers, Officials_and_Proprietors",nothern_central
8,48,Part Time,no,no,yes,yes,male,no,17,no,6.90575,Personal_Service,"Managers, Officials_and_Proprietors",nothern_central
9,48,Part Time,no,no,yes,yes,male,no,17,no,7.20786,Transportation,Service_Workers,nothern_central
10,47,Part Time,no,no,yes,yes,male,no,17,no,7.31322,Professional_and_Related Service,Laborers_and_farmers,nothern_central
11,46,Part Time,no,no,yes,yes,male,no,17,no,7.43838,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
12,46,Part Time,no,no,yes,yes,male,no,17,no,7.49332,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
13,46,Part Time,no,no,yes,yes,male,no,17,no,7.6009,Agricultural,Laborers_and_farmers,nothern_central
13,49,Part Time,no,no,yes,no,female,no,13,no,6.22456,Manufacturing,Operatives_and_kindred,nothern_central
14,50,Part Time,no,no,yes,no,female,no,13,no,6.33328,Manufacturing,Operatives_and_kindred,nothern_central
15,50,Part Time,no,no,yes,no,female,no,13,no,6.30992,Trade,Operatives_and_kindred,nothern_central
16,50,Part Time,no,no,yes,no,female,no,13,no,6.47697,Agricultural,Operatives_and_kindred,nothern_central
17,50,Part Time,no,no,yes,no,female,no,13,no,6.63332,Professional_and_Related Service,Service_Workers,nothern_central
18,50,Part Time,no,no,yes,no,female,no,13,no,6.68211,Professional_and_Related Service,Service_Workers,nothern_central
19,49,Part Time,no,no,yes,no,female,no,13,no,6.65286,Professional_and_Related Service,Service_Workers,nothern_central
6,42,Part Time,yes,no,no,yes,male,yes,12,no,6.12687,Professional_and_Related Service,Service_Workers,nothern_central
7,44,Part Time,yes,no,no,yes,male,yes,12,no,6.23245,Professional_and_Related Service,Service_Workers,nothern_central
8,48,Part Time,yes,no,no,yes,male,yes,12,no,6.32615,Professional_and_Related Service,Service_Workers,nothern_central
9,47,Part Time,yes,no,no,yes,male,yes,12,no,6.32436,Professional_and_Related Service,Service_Workers,nothern_central
10,48,Part Time,yes,no,no,yes,male,yes,12,no,6.4677,Professional_and_Related Service,"Craftsmen, Foremen_and_kindred",nothern_central
11,47,Part Time,no,no,no,yes,male,yes,12,no,6.60665,Professional_and_Related Service,Laborers_and_farmers,nothern_central
12,47,Part Time,yes,no,no,yes,male,yes,12,no,6.55108,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
26,48,Part Time,no,no,yes,yes,male,no,14,no,6.90575,Professional_and_Related Service,Clerical_and_kindred,nothern_central
27,49,Part Time,no,no,yes,yes,male,no,14,no,6.90575,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
28,48,Part Time,no,no,yes,yes,male,no,14,no,7.04752,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
29,48,Part Time,no,no,yes,yes,male,no,14,no,7.09008,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
30,48,Part Time,no,no,yes,yes,male,no,14,no,7.20786,Professional_and_Related Service,Clerical_and_kindred,nothern_central
31,47,Part Time,no,no,yes,yes,male,no,14,no,7.11802,Business_and_Repair_Service,"Professional, Technical_and_kindred",nothern_central
32,48,Part Time,no,no,yes,yes,male,no,14,no,7.09008,Trade,Service_Workers,nothern_central
26,50,Part Time,no,no,yes,no,male,no,16,no,6.90575,Entertainment,Clerical_and_kindred,nothern_central
27,50,Part Time,no,no,yes,no,male,no,16,no,6.90575,Trade,Sales_Workers,nothern_central
28,50,Part Time,no,no,yes,no,male,no,16,no,7.1309,Trade,Service_Workers,nothern_central
29,50,Part Time,no,no,yes,no,male,no,16,no,7.22621,Trade,Service_Workers,nothern_central
30,48,Part Time,no,no,yes,yes,male,no,16,no,7.1309,Trade,Sales_Workers,nothern_central
31,41,Part Time,no,no,yes,yes,male,no,16,no,7.31322,Trade,"Managers, Officials_and_Proprietors",nothern_central
32,49,Part Time,no,no,yes,no,male,no,16,no,7.43838,Trade,Sales_Workers,south
31,47,Part Time,no,no,no,yes,male,no,16,no,6.90575,Professional_and_Related Service,"Craftsmen, Foremen_and_kindred",nothern_central
32,46,Part Time,no,no,no,yes,male,no,16,no,6.90575,Professional_and_Related Service,"Craftsmen, Foremen_and_kindred",nothern_central
33,47,Part Time,no,no,no,yes,male,no,16,no,7.6009,Professional_and_Related Service,Service_Workers,nothern_central
34,48,Part Time,no,no,no,yes,male,no,16,no,7.67601,Business_and_Repair_Service,Service_Workers,nothern_central
35,47,Part Time,no,no,no,yes,male,no,16,no,7.7021,Trade,Sales_Workers,nothern_central
36,49,Part Time,no,no,no,yes,male,no,16,no,7.69621,Manufacturing,Sales_Workers,nothern_central
37,48,Part Time,no,no,no,yes,male,no,16,no,7.82084,Manufacturing,Sales_Workers,nothern_central
31,50,Part Time,no,no,yes,no,female,yes,12,no,6.27099,Professional_and_Related Service,Sales_Workers,nothern_central
32,45,Part Time,no,no,yes,no,female,yes,12,no,6.39859,Professional_and_Related Service,Service_Workers,nothern_central
33,43,Part Time,no,no,yes,no,female,yes,12,no,6.48311,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
34,48,Part Time,no,no,yes,no,female,yes,12,no,6.55678,Transportation,"Craftsmen, Foremen_and_kindred",north_east
35,46,Part Time,no,no,yes,no,female,yes,12,no,6.65544,Construction,"Craftsmen, Foremen_and_kindred",north_east
36,32,Part Time,no,no,yes,no,female,yes,12,no,6.74876,Manufacturing,"Craftsmen, Foremen_and_kindred",north_east
37,28,Part Time,no,no,yes,no,female,yes,12,no,6.84907,Construction,Clerical_and_kindred,north_east
31,45,Part Time,no,no,yes,yes,male,no,17,no,6.90575,Construction,"Managers, Officials_and_Proprietors",north_east
32,48,Part Time,no,no,yes,yes,male,no,17,no,6.90575,Public_Administration,Clerical_and_kindred,north_east
33,48,Part Time,no,no,yes,yes,male,no,17,no,7.6009,Manufacturing,Operatives_and_kindred,nothern_central
34,47,Part Time,no,no,yes,yes,male,no,17,no,7.64969,Manufacturing,Operatives_and_kindred,nothern_central
35,48,Part Time,no,no,yes,yes,male,no,17,no,7.82405,Manufacturing,Operatives_and_kindred,nothern_central
36,47,Part Time,no,no,yes,yes,male,no,17,no,7.86327,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
37,44,Part Time,no,no,yes,yes,male,no,17,no,7.91936,Manufacturing,Laborers_and_farmers,nothern_central
25,46,Part Time,no,no,yes,yes,male,no,16,no,6.90575,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
26,49,Part Time,no,no,yes,yes,male,no,16,no,6.90575,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
27,49,Part Time,no,no,yes,yes,male,no,16,no,7.24423,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
28,48,Part Time,no,no,yes,yes,male,no,16,no,7.1309,Construction,"Professional, Technical_and_kindred",nothern_central
29,48,Part Time,no,no,yes,yes,male,no,16,no,7.46737,Construction,"Professional, Technical_and_kindred",nothern_central
30,48,Part Time,no,no,yes,yes,male,no,16,no,7.6009,Construction,"Professional, Technical_and_kindred",nothern_central
31,49,Part Time,no,no,yes,yes,male,yes,16,no,7.64969,Business_and_Repair_Service,"Professional, Technical_and_kindred",nothern_central
13,47,Part Time,no,yes,no,yes,male,no,13,no,6.43615,Manufacturing,"Professional, Technical_and_kindred",nothern_central
14,49,Part Time,no,yes,no,yes,male,no,13,no,6.90575,Trade,Clerical_and_kindred,nothern_central
15,48,Part Time,yes,no,no,yes,male,no,13,no,6.95655,Trade,"Professional, Technical_and_kindred",nothern_central
16,49,Part Time,yes,no,no,yes,male,no,13,no,6.95655,Trade,"Professional, Technical_and_kindred",nothern_central
17,48,Part Time,no,no,no,yes,male,no,13,no,7.06048,Manufacturing,Service_Workers,nothern_central
18,47,Part Time,yes,no,no,yes,male,no,13,no,7.20786,Trade,Service_Workers,nothern_central
19,48,Part Time,no,no,no,yes,male,no,13,no,7.20786,Manufacturing,Service_Workers,nothern_central
13,47,Part Time,yes,no,no,yes,male,yes,11,no,6.51175,Manufacturing,Service_Workers,nothern_central
14,52,Part Time,yes,no,no,yes,male,yes,11,no,6.5903,Professional_and_Related Service,Service_Workers,nothern_central
15,51,Part Time,yes,no,no,yes,male,yes,11,no,6.68461,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
16,51,Part Time,yes,no,no,yes,male,yes,11,no,6.74524,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
17,49,Part Time,yes,no,no,yes,male,yes,11,no,6.8977,Professional_and_Related Service,"Professional, Technical_and_kindred",south
18,49,Part Time,yes,no,no,yes,male,yes,11,no,7.0775,Trade,Operatives_and_kindred,nothern_central
19,50,Part Time,yes,no,no,yes,male,yes,11,no,7.10003,Trade,Operatives_and_kindred,nothern_central
32,49,Part Time,yes,no,yes,yes,male,yes,8,no,6.65415,Trade,Operatives_and_kindred,nothern_central
33,49,Part Time,yes,no,yes,yes,male,yes,8,no,6.85013,Trade,Operatives_and_kindred,nothern_central
34,49,Part Time,yes,no,yes,yes,male,yes,8,no,6.85646,Manufacturing,Operatives_and_kindred,NA
35,47,Part Time,yes,no,yes,yes,male,yes,8,no,6.92363,Trade,Sales_Workers,NA
36,48,Part Time,yes,no,yes,yes,male,yes,8,no,7.04141,Trade,Sales_Workers,NA
37,47,Part Time,yes,no,yes,yes,male,yes,8,no,7.1333,Trade,"Professional, Technical_and_kindred",NA
38,46,Part Time,yes,no,yes,yes,male,yes,8,no,7.20786,Entertainment,Service_Workers,nothern_central
23,51,Part Time,yes,yes,no,yes,male,no,12,no,6.10925,Entertainment,Service_Workers,nothern_central
24,49,Part Time,yes,yes,no,yes,male,no,12,no,6.16331,Entertainment,Service_Workers,nothern_central
25,52,Part Time,yes,yes,no,yes,male,no,12,no,6.33328,Entertainment,Service_Workers,nothern_central
26,52,Part Time,yes,yes,no,yes,male,no,12,no,6.33328,Entertainment,Service_Workers,nothern_central
27,48,Part Time,yes,yes,no,yes,male,no,12,no,6.43775,Entertainment,"Professional, Technical_and_kindred",nothern_central
28,50,Part Time,yes,yes,no,yes,male,no,12,no,6.58617,Agricultural,Laborers_and_farmers,nothern_central
29,50,Part Time,yes,yes,no,yes,male,no,12,no,6.53379,Agricultural,Laborers_and_farmers,nothern_central
21,47,Part Time,yes,yes,yes,yes,male,no,11,no,6.04025,Construction,Operatives_and_kindred,nothern_central
22,49,Part Time,yes,yes,yes,yes,male,no,11,no,6.28972,Construction,Clerical_and_kindred,nothern_central
23,49,Part Time,yes,yes,yes,yes,male,no,11,no,6.01616,Manufacturing,Sales_Workers,nothern_central
24,49,Part Time,no,yes,yes,yes,male,no,11,no,6.57786,Construction,"Professional, Technical_and_kindred",nothern_central
25,47,Part Time,no,yes,yes,yes,male,no,11,no,6.55108,Construction,"Managers, Officials_and_Proprietors",nothern_central
26,48,Part Time,no,yes,yes,yes,male,no,11,no,6.53233,Construction,"Professional, Technical_and_kindred",north_east
27,48,Part Time,no,yes,yes,yes,male,no,11,no,6.31355,Construction,"Professional, Technical_and_kindred",nothern_central
37,49,Part Time,yes,no,yes,yes,male,yes,14,no,6.55108,Construction,"Professional, Technical_and_kindred",north_east
38,48,Part Time,yes,no,yes,yes,male,yes,14,no,6.68461,Manufacturing,Operatives_and_kindred,nothern_central
39,40,Part Time,yes,no,yes,yes,male,yes,14,no,6.69703,Manufacturing,Operatives_and_kindred,nothern_central
40,48,Part Time,yes,no,yes,yes,male,no,14,no,6.90776,Manufacturing,Operatives_and_kindred,nothern_central
41,48,Part Time,yes,no,yes,yes,male,yes,14,no,7.00307,Manufacturing,Laborers_and_farmers,nothern_central
42,48,Part Time,yes,no,yes,yes,male,yes,14,no,7.1624,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
43,48,Part Time,yes,no,yes,yes,male,no,14,no,7.1309,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
26,48,Part Time,no,no,yes,yes,male,no,17,no,6.90575,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
27,49,Part Time,no,no,yes,yes,male,no,17,no,6.90575,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
28,48,Part Time,no,no,yes,yes,male,no,17,no,7.34601,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",nothern_central
29,47,Part Time,no,no,yes,yes,male,no,17,no,7.43838,Professional_and_Related Service,Service_Workers,nothern_central
30,46,Part Time,no,no,yes,yes,male,no,17,no,7.48156,Professional_and_Related Service,Service_Workers,nothern_central
31,48,Part Time,no,no,yes,yes,male,no,17,no,7.6009,Professional_and_Related Service,Service_Workers,nothern_central
32,46,Part Time,no,no,yes,yes,male,no,17,no,7.64969,Professional_and_Related Service,Service_Workers,nothern_central
18,46,Part Time,no,no,yes,no,female,yes,11,yes,5.97635,Professional_and_Related Service,Service_Workers,nothern_central
19,39,Part Time,no,no,yes,no,female,yes,11,yes,6.04025,Professional_and_Related Service,Service_Workers,nothern_central
20,44,Part Time,no,no,yes,no,female,yes,11,yes,6.04025,Professional_and_Related Service,Service_Workers,nothern_central
21,49,Part Time,yes,no,yes,no,female,yes,11,yes,6.04025,Trade,"Managers, Officials_and_Proprietors",nothern_central
22,48,Part Time,no,no,yes,no,female,yes,11,yes,6.1203,Trade,Laborers_and_farmers,nothern_central
23,47,Part Time,yes,no,yes,no,female,yes,11,yes,6.2186,Manufacturing,Operatives_and_kindred,nothern_central
